Sunpetal Grove (XLN),Price - In,# Bought,# Left,Total,Current,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,,,,,,,
Irrigated Farmland,1.37,4,0,5.48,0.00,3.4189,4,13.6756,8.1956,150%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1.35,4,0,5.40,0.00,2.7122,4,10.8488,5.4488,101%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1.34,8,0,10.72,0.00,2.9892,8,23.9136,13.1936,123%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1.32,8,0,10.56,0.00,1.557,8,12.456,1.896,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1.28,8,0,10.24,0.00,1.41,4,5.64,0.52,10%,1.413,4,5.652,0.532,10%,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1.24,8,0,9.92,0.00,3.77,4,15.08,10.12,204%,3.8,4,15.2,10.24,206%,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1.22,8,0,9.76,0.00,1.26,8,10.08,0.32,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1.1,8,0,8.80,0.00,1.467,8,11.736,2.936,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,1,4,0,4.00,0.00,1.467,4,5.868,1.868,47%,,,,,,,,,,,,,,,,,,,,,,203.335,,,,,
Irrigated Farmland,0.98,8,0,7.84,0.00,0.99,7,6.93,0.07,1%,1.96,1,1.96,0.98,100%,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.97,8,0,7.76,0.00,1.575,8,12.6,4.84,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.96,12,0,11.52,0.00,1.98,8,15.84,8.16,106%,1.97,4,7.88,4.04,105%,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.94,4,0,3.76,0.00,1.467,4,5.868,2.108,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.93,4,0,3.72,0.00,1.56,4,6.24,2.52,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.89,4,0,3.56,0.00,2.08,4,8.32,4.76,134%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.82,12,0,9.84,0.00,2.07,4,8.28,5,152%,1.97,4,7.88,4.6,140%,1.6,1,1.6,0.78,95%,1.97,3,5.91,3.45,140%,,,,,,,,,,,,
Irrigated Farmland,0.81,4,0,3.24,0.00,1.97,1,1.97,1.16,143%,2.0628,3,6.1884,3.7584,155%,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.79,8,0,6.32,0.00,2.0628,1,2.0628,1.2728,161%,2.187,7,15.309,9.779,177%,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.76,4,0,3.04,0.00,2.187,4,8.748,5.708,188%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irrigated Farmland,0.75,4,0,3.00,0.00,2.187,2,4.374,2.874,192%,3.247,2,6.494,4.994,333%,,,,,,,,,,,,,,,,,,,,,,
Island (Unhinged),0.48,2,2,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolated Chapel,0.27,12,0,3.24,0.00,0.6536,8,5.2288,3.0688,142%,0.6688,4,2.6752,1.5952,148%,,,,,,,,,,,,,,,,,,,,,,
Isolated Chapel,0.23,8,0,1.84,0.00,0.6688,4,2.6752,1.7552,191%,0.6165,4,2.466,1.546,168%,,,,,,,,,,,,,,,,,,,,,,
Ixalan's Binding,0.01,200,91,2.00,0.91,0.0255,45,1.1475,0.6975,155%,0.034,40,1.36,0.96,240%,0.0425,16,0.68,0.52,325%,0.051,8,0.408,0.328,410%,,,,,,,,,,,,
Jace Beleren,0.55,1,1,0.55,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jace's Defeat,0.002,100,92,0.20,0.18,0.034,8,0.272,0.256,1600%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jace, the Mind Sculptor",11.95,2,0,23.90,0.00,26.44,2,52.88,28.98,121%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jace, Unraveler of Secrets",2.09,4,0,8.36,0.00,2.51,2,5.02,0.84,20%,2.82,2,5.64,1.46,35%,,,,,,,,,,,,,,,,,,,,,,
"Jace, Unraveler of Secrets",3.09,2,0,6.18,0.00,3.142,2,6.284,0.104,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jace, Unraveler of Secrets",3.17,2,0,6.34,0.00,3.6194,2,7.2388,0.8988,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeskai Ascendancy,0.009,12,0,0.11,0.00,0.29,12,3.48,3.372,3122%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jori En Ruin Diver,0.01,4,0,0.04,0.00,0.02,4,0.08,0.04,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journey to Eternity,0.15,4,4,0.60,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journey to Eternity,0.13,8,3,1.04,0.39,0.2975,5,1.4875,0.8375,129%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journey to Eternity,0.11,36,36,3.96,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journey to Eternity,0.09,4,4,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journey to Nowhere,0.009,4,0,0.04,0.00,0.035,4,0.14,0.104,289%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungleborn Piorneer,0.002,100,92,0.20,0.18,0.0255,8,0.204,0.188,1175%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kambal,0.01,100,40,1.00,0.40,0.025,8,0.2,0.12,150%,0.03,12,0.36,0.24,200%,0.017,32,0.544,0.224,70%,0.08,4,0.32,0.28,700%,0.07,4,0.28,0.24,600%,,,,,,,
Kambal,0.01,100,76,1.00,0.76,0.0765,8,0.612,0.532,665%,0.102,16,1.632,1.472,920%,,,,,,,,,,,,,,,,,,,,,,
Karakas,0.17,8,8,1.36,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karakas,0.19,12,12,2.28,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.51,8,0,4.08,0.00,0.7225,8,5.78,1.7,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.49,4,0,1.96,0.00,0.7225,4,2.89,0.93,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.48,8,0,3.84,0.00,0.7225,2,1.445,0.485,51%,0.909,4,3.636,1.716,89%,0.7395,2,1.479,0.519,54%,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.45,8,0,3.60,0.00,0.7395,6,4.437,1.737,64%,0.816,2,1.632,0.732,81%,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.42,4,0,1.68,0.00,0.816,4,3.264,1.584,94%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.37,4,0,1.48,0.00,0.816,2,1.632,0.892,121%,1.29,2,2.58,1.84,249%,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.34,8,0,2.72,0.00,1.29,2,2.58,1.9,279%,1.28,2,2.56,1.88,276%,1.57,4,6.28,4.92,362%,,,,,,,,,,,,49.789,,,,,
"Kari Zev, Skyship Raider",0.33,8,0,2.64,0.00,0.954,8,7.632,4.992,189%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.31,8,0,2.48,0.00,1.57,4,6.28,5.04,406%,1.82,4,7.28,6.04,487%,,,,,,,,,,,,,,,,,,,,,,
"Kari Zev, Skyship Raider",0.01,52,0,0.52,0.00,0.05,8,0.4,0.32,400%,0.1,4,0.4,0.36,900%,0.11,16,1.76,1.6,1000%,0.09,8,0.72,0.64,800%,0.14,16,2.24,2.08,1300%,,,,,,,
"Kari Zev, Skyship Raider",0.01,32,0,0.32,0.00,0.12,8,0.96,0.88,1100%,0.14,8,1.12,1.04,1300%,0.33,8,2.64,2.56,3200%,0.4505,4,1.802,1.762,4405%,0.42,4,1.68,1.64,4100%,,,,,,,
Kari Zev's Expertise,0.19,4,0,0.76,0.00,0.2,4,0.8,0.04,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.18,8,0,1.44,0.00,0.21,4,0.84,0.12,17%,0.255,4,1.02,0.3,42%,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.16,4,0,0.64,0.00,0.255,4,1.02,0.38,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.12,4,0,0.48,0.00,0.34,4,1.36,0.88,183%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.11,20,0,2.20,0.00,0.34,4,1.36,0.92,209%,0.3995,8,3.196,2.316,263%,0.27,4,1.08,0.64,145%,0.26,4,1.04,0.6,136%,,,,,,,,,,,,
Kari Zev's Expertise,0.09,4,0,0.36,0.00,0.1615,4,0.646,0.286,79%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.08,32,20,2.56,1.60,0.1615,4,0.646,0.326,102%,0.102,8,0.816,0.176,28%,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.07,36,36,2.52,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.06,12,12,0.72,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Zev's Expertise,0.05,4,4,0.20,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kefnet the Mindful,0.7,4,4,2.80,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kefnet the Mindful,0.42,8,8,3.36,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kefnet the Mindful,0.28,8,8,2.24,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldon Marauders,0.009,4,0,0.04,0.00,0.03,4,0.12,0.084,233%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kessig Prowler,0.005,16,8,0.08,0.04,0.0085,8,0.068,0.028,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kessig Wolfrun,0.009,12,12,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.02,12,0,0.24,0.00,0.0935,4,0.374,0.294,368%,0.3125,8,2.5,2.34,1463%,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.075,8,0,0.60,0.00,0.1275,8,1.02,0.42,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.03,4,0,0.12,0.00,0.32,4,1.28,1.16,967%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.16,8,0,1.28,0.00,0.28,8,2.24,0.96,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.12,8,0,0.96,0.00,0.27,4,1.08,0.6,125%,0.3145,4,1.258,0.778,162%,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.1,8,0,0.80,0.00,0.23,8,1.84,1.04,130%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.09,24,0,2.16,0.00,0.22,4,0.88,0.52,144%,0.21,4,0.84,0.48,133%,0.1615,8,1.292,0.572,79%,0.3145,4,1.258,0.898,249%,0.28,4,1.12,0.76,211%,,29.502,,,,,
Key to the City,0.08,36,16,2.88,1.28,0.09,8,0.72,0.08,13%,0.12,12,1.44,0.48,50%,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.07,28,20,1.96,1.40,0.33,4,1.32,1.04,371%,0.12,4,0.48,0.2,71%,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.06,32,16,1.92,0.96,0.17,8,1.36,0.88,183%,0.27,8,2.16,1.68,350%,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.05,56,48,2.80,2.40,0.2,4,0.8,0.6,300%,0.19,4,0.76,0.56,280%,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.04,28,28,1.12,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.03,12,8,0.36,0.24,0.25,4,1,0.88,733%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key to the City,0.02,40,16,0.80,0.32,0.29,8,2.32,2.16,1350%,0.28,8,2.24,2.08,1300%,0.23,8,1.84,1.68,1050%,,,,,,,,,,,,,,,,,
Key to the City,0.01,40,16,0.40,0.16,0.23,8,1.84,1.76,2200%,0.3,8,2.4,2.32,2900%,0.32,4,1.28,1.24,3100%,0.27,4,1.08,1.04,2600%,,,,,,,,,,,,
Kinjalli's Sunwing,0.09,28,28,2.52,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinjalli's Sunwing,0.06,8,8,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinjalli's Sunwing,0.05,8,8,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinjalli's Sunwing,0.04,4,4,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinjalli's Sunwing,0.03,16,16,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinjalli's Sunwing,0.02,36,36,0.72,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitesail Freebooter,0.01,100,45,1.00,0.45,0.051,8,0.408,0.328,410%,0.034,8,0.272,0.192,240%,0.0425,23,0.9775,0.7475,325%,0.0255,16,0.408,0.248,155%,,,,,,,,,,,,
Knight of the Reliquary,1.66,4,4,6.64,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.11,8,0,0.88,0.00,0.4165,8,3.332,2.452,279%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.09,56,27,5.04,2.43,0.21,8,1.68,0.96,133%,0.646,5,3.23,2.78,618%,0.57,4,2.28,1.92,533%,0.52,4,2.08,1.72,478%,0.6885,8,5.508,4.788,665%,,,,,,,
"Kopala, Warden of Waves",0.08,60,60,4.80,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.07,20,20,1.40,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.06,12,12,0.72,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.05,4,4,0.20,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.04,16,16,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.03,28,28,0.84,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kopala, Warden of Waves",0.02,28,28,0.56,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumena's Speaker,0.002,100,92,0.20,0.18,0.0425,8,0.34,0.324,2025%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratory Maniac,0.009,4,4,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lambholt Pacifist,0.01,12,12,0.12,0.12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lambholt Pacifist,0.005,4,4,0.02,0.02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lathnu Helion,0.03,48,0,1.44,0.00,0.068,6,0.408,0.228,127%,0.07,18,1.26,0.72,133%,0.102,8,0.816,0.576,240%,,,,,,0.04,16,0.64,0.16,33%,,,,,,,
Lathnu Helion,0.02,4,4,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lathnu Helion,0.01,132,0,1.32,0.00,0.08,56,4.48,3.92,700%,0.034,8,0.272,0.192,240%,0.09,24,2.16,1.92,800%,0.1105,20,2.21,2.01,1005%,0.03,24,0.72,0.48,200%,,,,,,,
Lathnu Helion,0.01,76,0,0.76,0.00,0.1,28,2.8,2.52,900%,0.06,24,1.44,1.2,500%,0.07,8,0.56,0.48,600%,0.119,8,0.952,0.872,1090%,0.136,8,1.088,1.008,1260%,,,,,,,
Lathnu Helion,0.01,77,49,0.77,0.49,0.11,8,0.88,0.8,1000%,0.08,20,1.6,1.4,700%,,,,,,,,,,,,,,,,,,,,,,
Lay Bare the Heart,0.002,100,92,0.20,0.18,0.0765,8,0.612,0.596,3725%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legion Lieutenant,0.005,100,76,0.50,0.38,0.0255,16,0.408,0.328,410%,0.034,8,0.272,0.232,580%,,,,,,,,,,,,,,,,,,,,,,
Legion's Landing,2.09,4,0,8.36,0.00,3.29,4,13.16,4.8,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legion's Landing,1.38,4,0,5.52,0.00,1.978,4,7.912,2.392,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legion's Landing,1.36,8,0,10.88,0.00,1.91,4,7.64,2.2,40%,2.0246,4,8.0984,2.6584,49%,,,,,,,,,,,,,,,,,,,,,,
Legion's Landing,1.33,8,0,10.64,0.00,2.0246,4,8.0984,2.7784,52%,3.0178,4,12.0712,6.7512,127%,,,,,,,,,,,,,,,,,,,,,,
Legion's Landing,1.2,4,0,4.80,0.00,1.242,4,4.968,0.168,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legion's Landing,0.78,8,0,6.24,0.00,1.242,4,4.968,1.848,59%,1.215,4,4.86,1.74,56%,,,,,,,,,,,,,,,,,,,,,,
Legion's Landing,0.75,8,0,6.00,0.00,1.215,4,4.86,1.86,62%,3.0656,4,12.2624,9.2624,309%,,,,,,,,,,,,,,,,,,,,,,
Leveller,0.01,4,0,0.04,0.00,0.09,4,0.36,0.32,800%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyline of the Void,12.46,4,4,49.84,49.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyline of Vitality,0.02,4,4,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library of Alexandria,0.19,1,1,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lifecrafter's Bestiary,0.09,8,0,0.72,0.00,0.3,8,2.4,1.68,233%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lifecrafter's Bestiary,0.08,4,0,0.32,0.00,0.22,4,0.88,0.56,175%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lifecrafter's Bestiary,0.07,8,0,0.56,0.00,0.34,8,2.72,2.16,386%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lifecrafter's Bestiary,0.06,16,0,0.96,0.00,0.3145,8,2.516,2.036,424%,0.37,4,1.48,1.24,517%,0.38,4,1.52,1.28,533%,,,,,,,,,,,,,,,,,
Lifecrafter's Bestiary,0.05,28,0,1.40,0.00,0.29,8,2.32,1.92,480%,0.28,4,1.12,0.92,460%,0.37,12,4.44,3.84,640%,0.595,4,2.38,2.18,1090%,,,,,,,,,,,,
Life From the Loam,4.75,4,4,19.00,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Axe,0.005,62,0,0.31,0.00,0.015,12,0.18,0.12,200%,0.02,20,0.4,0.3,300%,0.03,14,0.42,0.35,500%,0.051,8,0.408,0.368,920%,0.068,8,0.544,0.504,1260%,,,,,,,
Lightning Axe,0.005,84,0,0.42,0.00,0.0425,8,0.34,0.3,750%,0.034,8,0.272,0.232,580%,0.14,28,3.92,3.78,2700%,0.1,28,2.8,2.66,1900%,0.07,12,0.84,0.78,1300%,,,,,,,
Lightning Axe,0.005,72,0,0.36,0.00,0.13,24,3.12,3,2500%,0.12,12,1.44,1.38,2300%,0.06,4,0.24,0.22,1100%,0.09,4,0.36,0.34,1700%,0.08,28,2.24,2.1,1500%,,27.358,,,,,
Lightning Axe,0.002,92,0,0.18,0.00,0.01,4,0.04,0.032,400%,0.008,8,0.064,0.048,300%,0.03,40,1.2,1.12,1400%,0.02,20,0.4,0.36,900%,0.07,20,1.4,1.36,3400%,,,,,,,
Lightning Axe,0.002,72,0,0.14,0.00,0.06,40,2.4,2.32,2900%,0.04,8,0.32,0.304,1900%,0.085,8,0.68,0.664,4150%,0.0935,8,0.748,0.732,4575%,0.119,8,0.952,0.936,5850%,,,,,,,
Lightning Axe,0.002,16,0,0.03,0.00,0.13,8,1.04,1.024,6400%,0.25,4,1,0.992,12400%,0.26,4,1.04,1.032,12900%,,,,,,,,,,,,,,,,,
Lightning Bolt (M11),0.31,8,0,2.48,0.00,0.5472,8,4.3776,1.8976,77%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Bolt (M11),0.23,8,1,1.84,0.23,0.6004,7,4.2028,2.5928,161%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Helix,0.18,8,4,1.44,0.72,0.79,4,3.16,2.44,339%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Helix,0.16,4,4,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Helix,0.14,8,8,1.12,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Helix,0.22,4,0,0.88,0.00,0.41,4,1.64,0.76,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Runner,0.1,4,4,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Runner,0.07,8,8,0.56,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Runner,0.06,8,8,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Runner,0.04,12,12,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Runner,0.03,8,8,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Runner,0.02,20,20,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Storm,0.2,1,1,0.20,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liliana, Death's Majesty",4.33,4,0,17.32,0.00,4.68,4,18.72,1.4,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liliana, Death's Majesty",3.68,4,0,14.72,0.00,3.9537,4,15.8148,1.0948,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liliana, Death's Majesty",2.2,8,0,17.60,0.00,3.9537,3,11.8611,5.2611,80%,3.24,5,16.2,5.2,47%,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.46,8,8,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.43,4,4,1.72,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.33,16,16,5.28,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.3,4,4,1.20,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.25,4,4,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.22,16,16,3.52,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.21,12,0,2.52,0.00,1.31,4,5.24,4.4,524%,1.3,8,10.4,8.72,519%,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.2,12,12,2.40,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.18,16,16,2.88,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.15,4,4,0.60,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.14,4,4,0.56,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.13,8,8,1.04,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.11,8,8,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.09,4,4,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.08,8,8,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.07,16,8,1.12,0.56,0.07,8,0.56,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.06,12,0,0.72,0.00,0.065,3,0.195,0.015,8%,0.06,9,0.54,0,0%,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.05,12,0,0.60,0.00,0.05,8,0.4,0,0%,0.06,4,0.24,0.04,20%,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.04,16,0,0.64,0.00,0.06,16,0.96,0.32,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.03,16,0,0.48,0.00,0.034,8,0.272,0.032,13%,0.0425,8,0.34,0.1,42%,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.02,44,28,0.88,0.56,0.034,8,0.272,0.112,70%,0.017,8,0.136,-0.024,-15%,,,,,,,,,,,,,,,,,,,,,,
Liliana's Mastery,0.01,8,8,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Souls,0.18,4,0,0.72,0.00,0.19,4,0.76,0.04,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Souls,0.17,8,0,1.36,0.00,0.26,4,1.04,0.36,53%,0.4028,4,1.6112,0.9312,137%,,,,,,,,,,,,,,,,,,,,,,
Lingering Souls,0.14,8,0,1.12,0.00,0.4028,4,1.6112,1.0512,188%,0.3952,4,1.5808,1.0208,182%,,,,,,,,,,,,,,,,,,,,,,
Lingering Souls,0.12,4,0,0.48,0.00,0.3952,4,1.5808,1.1008,229%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Souls,0.13,4,4,0.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Souls,0.11,12,0,1.32,0.00,0.365,8,2.92,2.04,232%,0.3525,4,1.41,0.97,220%,,,,,,,,,,,,,,,,,,,,,,
Lingering Souls,0.09,4,4,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linvala, Keeper of Silence",1.34,4,4,5.36,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linvala, Keeper of Silence",1.29,2,2,2.58,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linvala, Keeper of Silence",0.67,4,4,2.68,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion's Eye Diamond,9,4,4,36.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logic Knot,0.009,4,4,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longtusk Cub,0.03,4,0,0.12,0.00,0.034,4,0.136,0.016,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
